userId,complete,time,group,path,gender,age,origin,ethnicity,occupation,education,economic,likert.audio_quality,likert.video_resolution,likert.video_smoothness,likert.audio_stability,likert.sync,likert-text,exp-text,data.car_ownership,data.video_stream,data.netflix_price,data.siriusxm_price,data.amc_movie_price, AS, MS, VR, AQ, AVS,qv_text,videoConfig.AQ,videoConfig.VR,videoConfig.AS,videoConfig.MS,videoConfig.AVS,reasonArray.MS,reasonArray.AQ,reasonArray.VR,reasonArray.AS,reasonArray.AVS,priceArray.AQ,priceArray.VR,priceArray.AS,priceArray.MS,priceArray.AVS
5f7803b725d26ffd5c57a01f,TRUE,2020-10-03T05:14:05.447Z,gp7,p1,(a) Male,(b) 25-39,(b) No,(e) White,"(m) Skilled labor (e.g., electrician, plumber, carpenter)",(c) Some college or associate's degree,"(c) $25,000 to $49,999",5,2,2,4,4,"Again, specifically for a weather forecast, the most important thing is going to be the audio because you'll get all the information within the audio. Also if we are trying to limit bandwidth the audio will produce the best results with using the least amount of resources",I tried higher resolution with lower smoothness as well as high smoothness with low resolution and found that actually I like a better picture with less smoothness. Something seemed rather unnatural about seeing a very smooth video that was incredibly blurry.,(a) Yes,(d) Hulu,(b) $12.99/month: Stream with high definition on two devices,"(a) $10.99/month: A sampling of music, news, and talk channels","(c) $19.69, iMAX version",5,-3,3,5,4,I think the most important thing is the sound because most weather forecasts will include all necessary information in the audio so you don't really need a great picture but you do want the sound and picture to match up so that when the weatherman is talking you are seeing the correct map behind him,1,2,1,0,0,I left smoothness alone but I was satisfied with it so I priced this in the middle,The audio quality is most important but I wasn't happy with either quality I chose from so I wouldn't feel right pricing this higher than two,the resolution was very high and was providing all the information that they wanted to find because the audio isn't great so this deserves to be priced fully,I chose the better quality but stability was still poor so I priced this low,This seemed fine but since the audio as a whole is so poor I cannot justify charging anymore than this,2,4,1,2,1
5f78bed7108ffa4e7e70117c,TRUE,2020-10-03T18:29:47.596Z,gp7,p1,(a) Male,(b) 25-39,(b) No,(e) White,"(l) Service (e.g., retail clerks, server)",(c) Some college or associate's degree,"(c) $25,000 to $49,999",5,5,4,4,4,"No one wants to watch something that has bad quality of video. No one wants to watch or listen to something they can't even understand due to bad audio quality. The others are important, but not nearly as much,","Well, Audio quality and video resolution were the most important because they were both awful. I couldn't understand or see what was going on.",(a) Yes,(a) Netflix,(b) $12.99/month: Stream with high definition on two devices,(d) I would not subscribe to any of the plans above,"(a) $13.69, standard definition",1,3,6,7,2,Audio Quality and Video resolutin are the most important.,1,0,1,0,0,"Video isn't as important since his goal is to be able to hear, not watch","He wants to be able to understand the forecast, so audio is most important.","Video isn't as important since his goal is to be able to hear, not watch","He wants to be able to understand the forecast, so audio is most important.","Video isn't as important since his goal is to be able to hear, not watch",4,1,4,1,1
5f7803c225d26ffd5c57a020,TRUE,2020-10-03T05:33:06.121Z,gp8,p1,(b) Female,(b) 25-39,(b) No,(c) Black or African American,"(i) Medical (e.g., doctor, nurse, dentist)",(d) Bachelor's degree or above,"(f) $100,000 to $149,999",5,3,4,5,3,"The map doesn't need to be clear in order to understand the locations on the weather map.  So visual resolution is not the most imporant.  However, without sound quality you couldn't understand a single word they said.  The same is true for sound stability.  Motion smoothness is not the biggest priority.  And, audio visual matching is not required to understand this video.  ","Audio quality allowed me to ascertain meaning from the videos.  Without it I had no clue what he was talking about, and the dials got progressively clearer.  Changing audio stability allowed me to avoid choppy phrases or missing pertinent information.  Turning up the dials allowed me to progressively learn more info from the video because the sound was progressively more stable.  ",(a) Yes,other,(b) $12.99/month: Stream with high definition on two devices,(d) I would not subscribe to any of the plans above,"(a) $13.69, standard definition",5,3,3,7,2,"Without ""sound quality and stability,"" you can't get any value from watching the videos. So they are priorities.  ""Visual resolution"" allows you to see what's going on and ""smoothness"" prevents the visual from being choppy in a progressive way.",1,2,1,1,2,"Not unlike the other features, smoothness needs imporvement.","The clarity is not at maximum high, so I accounted for that","The resolution is not perfect, I think this is the first base to start at",You have to listen intently because the audio is not completely clear,There is already a minimum amount available in the video.,1,1,1,1,1
5f78b357108ffa4e7e7010af,TRUE,2020-10-03T18:23:21.853Z,gp8,p1,(a) Male,(b) 25-39,(a) Yes,(c) Black or African American,"(c) Business, management, or financial (e.g., manager, accountant, banker)",(d) Bachelor's degree or above,"(c) $25,000 to $49,999",4,5,4,5,4,Video quality is very critical than others,Video resolution and Motion smoothness impacted the video very well.,(a) Yes,(c) Youtube,(e) I do not know what Netflix is,(e) I do not know what SiriusXM is,(e) I do not know what these movie versions stand for,4,5,6,3,2,The video resolution and audio quality are the best.,1,2,0,1,2,Very smooth,It is the quality audio,Video resolution is great,Audio stability is much better than Quality2,Both are syncing corrcetly,0.5,1,0.5,0.5,1
5f78c6add1d415c7845f6d04,TRUE,2020-10-03T19:23:44.293Z,gp8,p2,(a) Male,(b) 25-39,(a) Yes,(c) Black or African American,"(c) Business, management, or financial (e.g., manager, accountant, banker)",(d) Bachelor's degree or above,"(c) $25,000 to $49,999",5,5,4,4,4,Audio quality and video resolution take major part in the video elements.  Thus the two elements are more critical than others.,Audio quality and Video resolution are very impacted my video watching.  The two video elements make the video best.,(a) Yes,(c) Youtube,(a) $8.99/month: Stream with the standard definition on one device,"(a) $10.99/month: A sampling of music, news, and talk channels","(a) $13.69, standard definition",3,4,6,5,3,Video resolution is top among all the elements.,1,2,0,1,2,Very smoother than Quality1,Audio quality is very good,Video resolution is the best.,Audio stability is correct in flow,Audio Syncing with video nicely,1,1,0.5,0.5,1
5f78d00c2332c99521a8b7c7,TRUE,2020-10-03T19:52:19.805Z,gp8,p2,(b) Female,(b) 25-39,(b) No,(e) White,"(c) Business, management, or financial (e.g., manager, accountant, banker)",(d) Bachelor's degree or above,"(f) $100,000 to $149,999",5,5,4,4,4,"Like I said previously, the audio and visual are the most important in my opinion. Those are the basic things you need to be able to hear and understand what's going on in the video. The other elements are great to have as well, but not as necessary for basic understanding.","The audio quality and video resolution made the biggest differences. On the lowest setting of each, you couldn't even understand what he was saying, and could barely see anything but a blur. Once these were put on a higher setting, you could actually make out what was going on in the video.",(a) Yes,(a) Netflix,(a) $8.99/month: Stream with the standard definition on one device,(d) I would not subscribe to any of the plans above,"(c) $19.69, iMAX version",3,3,6,6,3,"Because I believe that the audio quality and video resolution are the two most important, but the other three have some importance as well.",1,2,1,0,0,Lower priority of an element than the others.,Because this is a very important element and people would be willing to pay more for it.,Same as above. This is very important and people will pay a premium for this element.,"This one isn't quite as important, but still serves a purpose.",Lower priority of an element than the others.,4,4,2,1,1
5f809340b9ef559055a0fde4,TRUE,2020-10-09T17:14:15.520Z,gp6,p2,(a) Male,(a) 18-24,(a) Yes,(e) White,"(l) Service (e.g., retail clerks, server)",(b) High school graduate (includes equivalency),"(c) $25,000 to $49,999",5,5,4,4,2,"Audio Quality is number one because you can get by without everything else. The weatherman is explaining everything on screen and without decent audio, you'll never understand what he's saying. ",I think Video Resolution and Audio Quality make the biggest changes to the video. I can live with the audio-video desync. ,(a) Yes,(a) Netflix,(b) $12.99/month: Stream with high definition on two devices,"(b) $16.99/month: Get ad-free music, plus sports, news, talk, entertainment, SiriusXM video, and more, anywhere you want","(c) $19.69, iMAX version",4,4,5,6,2,Audio quality is most important followed by Video Resolution. Without high quality audio/video you just won't be able to understand the content.,1,2,1,0,0,Not needed to answer the questions.,The most important video element in my opinion. The questions are based on learning from the weatherman's audio.,The buyer needs to be able to see the temperatures to answer some questions.,Audio Stability is needed but not required.,Not needed to answer questions.,4,4,4,1,1
5f78b93ed1d415c7845f6c9b,TRUE,2020-10-03T18:30:23.279Z,gp16,p2,(b) Female,(d) 55 or above,(b) No,(e) White,"(c) Business, management, or financial (e.g., manager, accountant, banker)",(d) Bachelor's degree or above,"(f) $100,000 to $149,999",5,4,5,5,4,"If the video is only for weather forecast then the most important features are being able to hear the audio without it being muffled. Additionally, you want the audio to be play smoothly, and the motion smoothness is important so that it is not jerky and enables to hear what is being said. The other two features are less important as it is only the weather and not a movie.",The video resolution was cleared and less pixelated when I moved the configuration to 3. I could see the picture much better. The motion smoothness was less jerky with the more bandwidth when I moved the configuration to 3. I could understand the audio much better.,(a) Yes,(a) Netflix,(b) $12.99/month: Stream with high definition on two devices,(d) I would not subscribe to any of the plans above,"(a) $13.69, standard definition",5,0,2,4,4,I tried to use more votes for the more important features like audio stability so that I can hear what is being said. The other features are less important.,1,2,1,1,2,This is an important feature to ensure the audio and vide run smoothly.,It is important to have a clear and not muffled. .,"The  picture is less important than the audio, but should be clear and not pixilated.",The audio is key and needs fluent. ,This is necessary to ensure quality audio and smoothness.,2,1,1.25,1.1,1.16
5f78a90b108ffa4e7e701008,TRUE,2020-10-03T17:08:41.921Z,gp12,p1,(a) Male,(c) 40-54,(b) No,(e) White,"(f) Engineer in other fields (e.g., civil engineer, bio-engineer)",(d) Bachelor's degree or above,"(e) $75,000 to $99,999",4,5,5,4,5,"For a weather clip, syncing the movements to the speech is important. most importantly is seeing the map details.",Audio-Video Synchronization set to Lv.2 is ok and smooths out the clip. . Motion Smoothness helped this clip a lot as it was very choppy before seeting this to the max of Lv.3.,(a) Yes,(c) Youtube,(b) $12.99/month: Stream with high definition on two devices,"(b) $16.99/month: Get ad-free music, plus sports, news, talk, entertainment, SiriusXM video, and more, anywhere you want","(c) $19.69, iMAX version",3,5,5,4,5,This clip was in bad shape. Upping the resolution and smoothing out the video take priority.  Next syncing the audio then audio quality (not as crucial in my opinion),1,2,1,1,2,choppy video is unacceptable for a detailed weather analysis.  quality 1 is bad.,the muffled audio of quality 1 is unacceptable and hard to understand.,The cloudy and fuzzy video of quality 1 is unacceptable and unreadable.,choppy audio is unacceptable for a detailed weather analysis.  cannot make it out easily in quality 1.,need to see what he is referring to so the sync must be good. quality 1 is unacceptable.,0.75,1.5,1.5,1.5,1.25
5f78b3b4108ffa4e7e7010b5,TRUE,2020-10-03T17:51:07.912Z,gp7,p2,(a) Male,(b) 25-39,(b) No,(f) Prefer not to disclose,"(l) Service (e.g., retail clerks, server)",(c) Some college or associate's degree,"(d) $50,000 to $74,999",5,3,2,5,3,For videos for me to understand the video the audio quality and audio stability were important together. I felt like if I improved one but not the other it kind of defeated the purpose. The resolution had to be increased a little but just enough to wear it was a little clearer. Motion smoothness did not really effect my ability to understand the video. Video syncronization was nice but I could still understand the video so I felt pretty neutral about it. ,"Audio quality stopped the audio from sounding like it was in a tunnel. 'As is"" I really couldn't understand what the newscaster was saying but as I moved the slider up it became clearer. It still was hard to understand until I improved the audio stability as well. I really felt like both 'audio quality' and 'audio stability' had to be both improved for me to understand the video. When I improved the audio stability the audio stopped cutting out so I could hear every word instead of it coming in and out. ",(a) Yes,(a) Netflix,(c) $15.99/month: Stream with 4K ultra HD on four devices,"(b) $16.99/month: Get ad-free music, plus sports, news, talk, entertainment, SiriusXM video, and more, anywhere you want","(c) $19.69, iMAX version",5,3,6,5,2,"To me being able to understand the video is most important, after that the clarity of the video. The syncronization and smoothness to a lesser extent affected my ability to understand what was going on so I rated them lower. ",1,0,1,0,2,Motion smoothness was not very important to understand the video and I chose the lower 'quality 1' so I priced to lower. ,Audio quality is really important to understand what the newscaster is saying. Customers said that understanding the video was high on their list of importance so I priced it higher. ,Video resolution is not as important as audio to understand the newscaster,Audio stability and quality go hand in hand in order to understand the video. Audio stability is the higher 'quality 2' so I priced it high ,Video sync was important so you knew what the newscaster was talking about. I had the higher 'quality 2' so I priced it higher. ,1.26,0.5,1.46,0.5,1.26
5f819fa7b9ef559055a0fee7,TRUE,2020-10-10T12:27:00.477Z,gp11,p1,(a) Male,(c) 40-54,(b) No,(e) White,"(d) Computer engineer or IT professional (e.g., systems administrator, programmer, IT consultant)",(c) Some college or associate's degree,"(c) $25,000 to $49,999",5,5,3,5,4,"If you can't understand what's being shown on screen, then your attention will wander and you won't pay attention to the content. For this reason, audio and video quality have to have the highest priority. The other things are important as well, but not as important as being able to understand what is being shown in the video.","Changing  audio quality from level 0 step by step to level 3 increased the quality from sounding like it was coming from under water to crisp and clear so that I was able to easily understand every word.
Changing the video resolution from level 0 step by step up to level 3 increased the quality, but it was still not perfect. The resolution was clear enough for me to understand what was happening on screen, but it was not crisp.",(a) Yes,(c) Youtube,(b) $12.99/month: Stream with high definition on two devices,"(b) $16.99/month: Get ad-free music, plus sports, news, talk, entertainment, SiriusXM video, and more, anywhere you want","(c) $19.69, iMAX version",5,3,5,5,4,"For me the most important elements were the video resolution so I could see and understand what was happening on the screen, and the audio quality and stability so I knew what was being said. Synchronization was important because it can be disconcerting to have the audio and video not be in sync with each other. The smoothness was least important because even without it being perfect, I could still understand what was happening in the scene.",1,2,1,0,0,You only need a little to be able to view and understand the video.,This is most important to understand what is being said.,This is most important to be able to see and understand what is on the screen.,This is important for audio clarity.,Sync is not as important as being able to see and hear the video.,4,4,3.5,1,1.5
5f80a577abeee9b4a2f81376,TRUE,2020-10-09T18:36:19.933Z,gp15,p1,(a) Male,(d) 55 or above,(b) No,(e) White,"(m) Skilled labor (e.g., electrician, plumber, carpenter)",(c) Some college or associate's degree,"(c) $25,000 to $49,999",5,4,5,5,2,"Not having decent quality in the highlighted features would make the purpose moot. On top of a degraded experience, in a vehicle loss of quality in those areas could be distracting to the driver and passengers. ","I tried to keep the levels reasonable considering the limited bandwidth. Audio quality: Improved to a tolerable level with the slider on 2. 
Video resolution: in this instance, it needed to be high quality to make it watchable. I think standards lower than this would induce motion sickness in a vehicle. ",(a) Yes,(c) Youtube,(c) $15.99/month: Stream with 4K ultra HD on four devices,"(b) $16.99/month: Get ad-free music, plus sports, news, talk, entertainment, SiriusXM video, and more, anywhere you want","(a) $13.69, standard definition",6,2,5,3,-5,I thought those were the most critical elements. Audio-visual synchronization wasn't as necessary as the other elements,1,2,1,0,0,Motion smoothness can be sacrificed to make the product more affordable.,I think pricing the major components the same makes the plan easy to understand. ,Video quality is important and it chews up a lot of bandwidth as well.,Audio stability adds perceived value to the package. ,This is the least important element. I don't think anybody expects this quality in a moving vehicle. ,3,3,3,2,1.5
5f78ad4c108ffa4e7e701061,TRUE,2020-10-03T17:31:25.024Z,gp16,p2,(b) Female,(d) 55 or above,(b) No,(e) White,(j) Retired,(d) Bachelor's degree or above,"(c) $25,000 to $49,999",4,5,4,4,5,"If you can't decipher what you are seeing, there is no use watching the video.  Therefore, video resolution is very important.  It is just as important that audio and video are syncronized.  Otherwise, you have a very hard time understanding what is taking place in the video.  All other factors are important.  I just believe these two are the most important.",I initially set all the sliders to the highest level.  Audio was good but video was still pixelated.  I lowered the audio quality and it became muffled at Lv.2.  I also adjusted video resolution down to Lv.2 and it was extremely pixelated.,(a) Yes,(c) Youtube,(a) $8.99/month: Stream with the standard definition on one device,"(a) $10.99/month: A sampling of music, news, and talk channels","(a) $13.69, standard definition",4,4,5,4,5,"I view all factors as important to get the most out of a streamed video.  However, I think video quality and audio-video syncronization are most important.",1,2,0,0,0,Not premium,Even the highest quality is still just okay.,Even the highest quality is still just okay.,Not premium,Not premium,3,3,1.25,1.25,1.5
5f78a5aad1d415c7845f6b43,TRUE,2020-10-03T16:43:51.758Z,gp8,p2,(a) Male,(b) 25-39,(b) No,(e) White,"(a) Administrative support (e.g., secretary, assistant)",(d) Bachelor's degree or above,"(c) $25,000 to $49,999",4,5,3,3,4,"While for other videos, AV Sync may be more important, for a weather forecast, the viewer really needs to be able to see the information presented on the screen, so Video Resolution may be the most important. The weatherperson does not always say everything on the screen so you have to be able to read it yourself. Stability and Smoothness are important but things you can probably avoid messing with too much to at least get the point across.",The video quality changed it from a garbled mess of visuals to something a little more visually pleasing. Audio-Video Sync also really brought the audio and visuals together and made it something that you could watch without becoming immediately frustrated,(a) Yes,(a) Netflix,(a) $8.99/month: Stream with the standard definition on one device,"(b) $16.99/month: Get ad-free music, plus sports, news, talk, entertainment, SiriusXM video, and more, anywhere you want","(c) $19.69, iMAX version",2,2,7,4,5,"Like my previous discussion, Video Resolution is the most important because you need to bee able to read the weather info on the screen. Then comes Audio-Video Sync and Quality and then Smoothness and Stability are marginally important.",1,0,1,0,0,"It is lower-end Smoothness so this is not something that should be costly. However, it is not terrible as Quality 1 so the buyer still gets value out of it",Audio Quality is perhaps the most important aspect so the buyer can hear the forecast,"As a lower end visuals, I could not price the component higher than half the allotted amount. ","Since this option really cleans up the messy audio, it is integral to a weather forecast and something the buyer might really value","It is lower-end Sync so this is not something that should be costly. However, it is passable and not horribly out of sync, so the buyer still gets value out of it",4,2,4,2,1.5
5f78f810108ffa4e7e70125b,TRUE,2020-10-03T22:43:07.880Z,gp12,p2,(a) Male,(c) 40-54,(b) No,(e) White,"(e) Education (e.g., teacher)",(d) Bachelor's degree or above,"(c) $25,000 to $49,999",5,5,4,4,3,"It appeared that the audio-video syc was fairly OK, so I chose neutral as it didn't have a big impact overall. However, I found video resolution and audio quality to be the two most important features. ",I used the motion smoothness tab to help with the jerkiness that was demonstrated before. I also used the video resolution tab to help with crispness and clearness. ,(a) Yes,(c) Youtube,(a) $8.99/month: Stream with the standard definition on one device,"(b) $16.99/month: Get ad-free music, plus sports, news, talk, entertainment, SiriusXM video, and more, anywhere you want","(a) $13.69, standard definition",3,4,4,7,3,I allocated my votes based on my strong opinions that were based on the toggle experiment before where I adjusted the features for better sound/visuals,1,2,1,0,2,Average importance so I gave it a value of 2.00,"Audio quality is key component of a video as demonstrated on the experiments, so I gave it a value of 3.50","Video resolution is key component of a video as demonstrated on the experiments, so I gave it a value of 3.50",Audio stability is helpful and almost as important as resolution and sound quality. ,"In the experiment I found this was one of the least important features, so I give it the lowest value",3.5,3.5,2.5,2.25,1.75
5f78a8f7108ffa4e7e701006,TRUE,2020-10-03T16:56:57.975Z,gp6,p2,(b) Female,(b) 25-39,(b) No,(e) White,(o) Unemployed,(b) High school graduate (includes equivalency),"(b) $10,000 to $24,999",5,4,4,5,3,"Audio quality is most important. Listening to a video without sound is almost useless. Audio stability is also important for the same reason. If you want to find out information, you at minimum need to hear what is being said or communicated.","Changing the audio quality caused the man to go from sounding like he was underwater, to sounding completely clear. The Motion Smoothness made it much easier to understand his gestures. Both qualities made the video much more enjoyable.",(a) Yes,(c) Youtube,(a) $8.99/month: Stream with the standard definition on one device,"(b) $16.99/month: Get ad-free music, plus sports, news, talk, entertainment, SiriusXM video, and more, anywhere you want","(c) $19.69, iMAX version",5,4,4,5,4,"I allocated them according to how I would want a video to appear. I would need sound most of all, and video secondary.",1,2,1,1,2,The smoothness is acceptable.,It is able to be heard but not very well.,The video quality could be much better.,The audio is very choppy and unpleasant to listen to.,No issues with Audio-Video Synch as far as I can tell.,3,2,1,3,1.99
5f809d02abeee9b4a2f8135e,TRUE,2020-10-09T18:12:15.584Z,gp10,p1,(b) Female,(c) 40-54,(b) No,(e) White,(g) Homemaker,(b) High school graduate (includes equivalency),"(d) $50,000 to $74,999",5,5,4,4,3,"First, you have to be able to see the video so video resolution is at the top. You need to hear what he is saying. The words don't have to match up as long as I know what he is saying. audio stability and motion smoothness would be extremely annoying and I may end up turning it off as soon as I get the info I need.",Audio-Video Synchronization made a huge difference in the ability to see the words coming from his mouth as he was saying them. Had to turn that all the way up. Motion smoothness when all the way down made the visual movement very choppy. I turned all the way up and it was much smoother and easy to watch.,(a) Yes,(c) Youtube,(a) $8.99/month: Stream with the standard definition on one device,"(b) $16.99/month: Get ad-free music, plus sports, news, talk, entertainment, SiriusXM video, and more, anywhere you want","(c) $19.69, iMAX version",3,3,6,5,4,I feel the resolution it the most important out of all of them but I also feel you want to be able to hear what the person is saying.,1,2,0,0,0,this doesn't affect understanding the man,You must hear what the man is saying,You should be able to see the temps and understand them,this is not as important,I don't always need to look at his face while taking in the information,3,3,1,2,2
5f78a61cd1d415c7845f6b48,TRUE,2020-10-03T16:59:42.431Z,gp12,p1,(a) Male,(c) 40-54,(b) No,(e) White,"(c) Business, management, or financial (e.g., manager, accountant, banker)",(d) Bachelor's degree or above,"(d) $50,000 to $74,999",5,3,2,4,1,"The audio issues were annoying and really hindered my ability to understand the forecast. The audio quality was most important and the audio stability was second. As for the video, just bumping up the resolution a little bit allowed me to understand the map completely, I would have liked higher resolution, but not at the expense of the audio. For this forecast, the audio/visual synch was the least important. being off a little didn't detract too much from the experience.","Audio Quality: ratcheting this up immediately allowed me to understand what the presenter was saying. At the base level, the audio was so unclear, I couldn't understand him.

Video Resolution: At the lowest levels some of the temperatures on the map were hard to read, by bumping up the resolution, I could more easily make out every temperature.",(a) Yes,other,(b) $12.99/month: Stream with high definition on two devices,"(a) $10.99/month: A sampling of music, news, and talk channels","(c) $19.69, iMAX version",5,3,5,6,2,"For that video, the poor audio was the biggest problem in terms of me being able to understand the forecast. So, I allocated most of my resources to the audio. Once the audio was acceptable, I tried to get the video to an acceptable level given the credits that I had left. I spread them out among the different categories to get max value for my credits given the quadratic formula.",1,2,1,0,0,"If I had to cut back in any areas, this was one of them that I was willing to d so. It didn't really affect the understanding at all. I charged less because it doesn't really do much to meet the buyer's desire for better understanding","This was the most important factor affecting understanding. Even without video, this allowed me to understand the forecast.",Bumping up the resolution helped me see the temperatures on the map better and made for a much improved viewing experience.,It was annoying to listen to without the stability enhancement. I'd turn it off quickly without this feature.,"Similar to the motion smoothness, this didn't affect understanding, so I didn't place as much value on it. ",4,4,4,2,2
5f84bfe0336674f864d5f75e,TRUE,2020-10-12T20:59:18.689Z,gp13,p1,(a) Male,(d) 55 or above,(b) No,(e) White,"(m) Skilled labor (e.g., electrician, plumber, carpenter)",(b) High school graduate (includes equivalency),"(d) $50,000 to $74,999",5,5,3,4,3,"Without good audio and video quality, there is no hope of distinguishing visuals or understanding audio. The other components are important, but they are not as necessary as the first two.",The audio quality and video resolution components made the biggest impact. They instantly made the video much more understandable.,(a) Yes,(a) Netflix,(b) $12.99/month: Stream with high definition on two devices,(d) I would not subscribe to any of the plans above,"(a) $13.69, standard definition",4,2,7,4,2,The video quality and audio quality are essential in making sure that the video is watchable at all.,1,2,1,1,2,It is not entirely necessary but it makes watching it much easier.,It is one of the most important components.,It is one of the most important components.,It is not crucial for understanding the content of the video.,Not necessary again but makes it much easier and less annoying to watch.,3,3,2,2,2
5f78b514d1d415c7845f6c49,TRUE,2020-10-03T18:06:05.243Z,gp15,p1,(a) Male,(d) 55 or above,(b) No,(e) White,"(b) Art, writing, or journalism (e.g., author, reporter, sculptor)",(c) Some college or associate's degree,"(c) $25,000 to $49,999",5,5,4,4,2,"Without sharp audio and video quality, the segment is impossible to understand. As I mentioned before, audio-video synchronization seemed to be fairly okay.","Audio quality dramatically improved but it is still not perfect.
Video resolution also improved dramatically but it is still poor.",(b) No,(a) Netflix,(b) $12.99/month: Stream with high definition on two devices,(d) I would not subscribe to any of the plans above,"(a) $13.69, standard definition",5,3,6,5,2,"The main problems were with basic audio and video quality, and these needed to be improved the most. I didn't notice much of a problem with audio-video synchronization.",1,2,1,1,2,Less important but still necessary.,Audio is most important.,General video resolution is almost as important as audio.,Audio is most important.,Less important but still necessary.,4,3,4,2,2
5f791797108ffa4e7e7012f0,TRUE,2020-10-04T01:04:53.099Z,gp15,p1,(b) Female,(d) 55 or above,(b) No,(e) White,(j) Retired,(c) Some college or associate's degree,"(e) $75,000 to $99,999",5,5,2,4,3,"If you can understand the audio, and have pretty clear video resolution, the other three features can be lower in quality and still make the viewing experience okay.  If the Audio Quality and Video Resolution are poor, I'm not going to be interested in watching the video, audio being a bit more important than video, but those two the most important. ","Motion smoothness impacted the audio quality, so I had to leave it low, no higher than one.  Audio quality I put at the highest level, because that was most important to me. If I can't understand the audio, it is pretty pointless to watch the video.  I can see the weather forecast on the map of the USA, and get an idea of the weather, but I can also do this on a weather app. ",(a) Yes,(a) Netflix,(a) $8.99/month: Stream with the standard definition on one device,"(a) $10.99/month: A sampling of music, news, and talk channels","(a) $13.69, standard definition",3,-3,4,8,-1,"If I can't understand the audio, there is really no point in me watching the video.  So, it's most important.  I really just voted based on what was most important in watching the previous video, what worked for me. ",1,2,1,0,0,"I think it is least important, and will not affect a buyer's willingness to purchase.  ","This is most important.  If it is not the highest quality, the buyer will not purchase, regardless of price. ","Again, very important, and has to be high quality, or buyer will not purchase","The feature is important, but if audio quality and video resolution are high quality, this can be lower and not impact a buyer's willingness to purchase. ","Again, a feature that is important, but less important than audio quality and video resolution.  If those two are good, this is less important. ",4,4,2,0,2
5f78f6e1108ffa4e7e70124a,TRUE,2020-10-03T22:32:58.444Z,gp3,p1,(b) Female,(a) 18-24,(b) No,(e) White,(n) Student,(c) Some college or associate's degree,"(a) Less than $10,000",4,5,4,4,4,"Alot of my knowledge is from streaming. People dont like watching videos that you cant even see what is going on. For video games it also is important that the video and audio match up. The sound quality is to be good, but it also doesnt need to be the best.",The audio quality changed from bing really muffled to being clearer. Aldo the Audio stability changed from being choppy to being smoother.,(b) No,(a) Netflix,(c) $15.99/month: Stream with 4K ultra HD on four devices,"(b) $16.99/month: Get ad-free music, plus sports, news, talk, entertainment, SiriusXM video, and more, anywhere you want","(c) $19.69, iMAX version",5,2,6,5,3,I feel like audio and video quality are the most important. They i know from streaming what how the video and audio match up is also important.,1,2,0,1,2,This is of lower importance so i dropped the price,I feel this is more important so i priced it higher than most everything else.,I feel this is more important so i priced it higher than most everything else.,This is of lower importance so i dropped the price,This is of lower importance so i dropped the price but it is more important then the other lower priced items so i added to the price.,3,3,1.5,1.5,2
5f83a7fe311ede8ac5020466,TRUE,2020-10-12T01:27:42.586Z,gp5,p1,(a) Male,(b) 25-39,(b) No,(e) White,(o) Unemployed,(a) Less than 12th grade with or without diploma,"(a) Less than $10,000",5,5,3,3,4,Audio quality and video resolution are both extremely important because if I cannot see what is going on on the screen or hear what is being said and there is no way for me to understand what I am watching audio video synchronization is also important in understanding what is happening because if it is too far off you could lose what is being talked about if he is talking about whether in one state and showing a state on the other side of the map. Audio stability and motion smoothness as long as the interruptions are not too severe and I can still see and hear what is going on they would only be a slight inconvenience for me and I would continue watching,With audio quality I could not understand anything he was saying until I got it to level 2. With video resolution I could not make out what was on the weather map until I got it to level 2.,(b) No,(a) Netflix,(b) $12.99/month: Stream with high definition on two devices,(d) I would not subscribe to any of the plans above,(d) I would not watch any of these versions,3,3,6,6,3,To me the most important thing is to be able to actually see the video and make out what is on the screen as well as clearly hearing the audio and being able to understand what is being said. Having the video and audio matchup is also important however if it's not off by much it could be watchable for some content like the weather video while other contact like a movie I would not be able to watch. The smoothness of the motion is somewhat important but a few lost frames here and there would not stop me from watching something if I was interested in it and the audio stability is the same way a few sound issues would be tolerable as long as I was able to follow what was being said.,1,2,0,0,2, I do not think the motion smoothness especially at the lower setting is worth more than the $0.50 and setting it to the higher setting did not give me much of a noticeable difference,I felt for this specific weather report the audio quality was the most important thing,I feel that video quality is the second most important however even the highest audio quality setting was not impressive so I could not go above three dollars, I decided to be cheaper with audio stability because while I think it is somewhat important even choosing a higher stability I did not notice a big difference, the third most important thing was sinking up the video and audio so that he was talking about what was being shown at the same time,4,3,0.5,0.5,2
5f78b90ad1d415c7845f6c98,TRUE,2020-10-03T18:13:34.813Z,gp5,p2,(a) Male,(b) 25-39,(a) Yes,(e) White,"(l) Service (e.g., retail clerks, server)",(a) Less than 12th grade with or without diploma,"(c) $25,000 to $49,999",5,5,4,3,3,As long as you can see and hear the video the delay should not matter too much and a  little stutter wont do anything but be slightly annoying.,Increasing the resolution made the video easier to see increasing the audio quality made it possible to hear the video making it watchable these two are the most important in my opinion,(a) Yes,(a) Netflix,(b) $12.99/month: Stream with high definition on two devices,(d) I would not subscribe to any of the plans above,"(c) $19.69, iMAX version",3,3,6,6,3,audio and video are most important all others can lag behind but these 2 are vital,1,2,1,1,2,Was clear and not choppy,Quality was low but clear,The quality was slightly distorted but readable,Held up well,Kept inline with the video didnt lag as bad,4,4,2,2,2
